iterations,test-F1-mean,test-F1-std,train-F1-mean,train-F1-std,test-Logloss-mean,test-Logloss-std,train-Logloss-mean,train-Logloss-std
0,0.5669434529245907,0.09075633448441363,0.6389524427161379,0.07941272127729539,0.6616549334412117,0.0028574838836590124,0.6540550044145841,0.006169233062180143
1,0.6212182878849546,0.09111205082280088,0.676315672615093,0.029634433731725213,0.6303406975987464,0.008386110418331703,0.6201153789870075,0.012342129230723529
2,0.6264129774289667,0.08980853613119176,0.6842132852604421,0.04593362335714978,0.612071209294202,0.012860094358022888,0.5972425241511019,0.01109066731691059
3,0.6024283245691338,0.07063750848394822,0.6835245246086824,0.047536863749297976,0.595682679861697,0.0113681725054264,0.5741068572694601,0.014752178070734801
4,0.6167015000503373,0.07710597733105097,0.6934972228479286,0.04522439571350942,0.5790490289289922,0.013951856093850768,0.5531556402959374,0.014744326617276678
5,0.6145789725621799,0.06221864383208539,0.6837158617240601,0.0404117281789321,0.5663115183115357,0.0162557714127698,0.5355443845848467,0.016913989409281214
6,0.6019922779922781,0.07650667369575848,0.6750404518952964,0.03251655181221119,0.555878705750275,0.02128997402354187,0.5222097534487344,0.016302541935016436
7,0.6017335595417788,0.0744788387994899,0.6818623918066886,0.04304096039272549,0.5472199353797726,0.02244650073879322,0.5093433132607273,0.016566851986814318
8,0.6147889005971199,0.06220406162691108,0.6920524808938193,0.04521422130701791,0.5378028398091669,0.026511538291578672,0.4972178068295462,0.016477391543456153
9,0.6237505197505199,0.07391889194019205,0.6930623237142205,0.043627231241717815,0.530383754673682,0.028582078732049303,0.4867875555412448,0.014952257396900936
10,0.616957395724519,0.07038850214693675,0.6921627690861862,0.037178149237995985,0.5247683522648241,0.030133099308480567,0.4771761953025564,0.015139202467656208
11,0.6183264393635742,0.07646958425410666,0.6966673259375632,0.03186529952698345,0.5190820594516508,0.030935653705046303,0.4686878548779759,0.015356671548995218
12,0.6154721744119335,0.09136765695725012,0.7017643222591265,0.034712295742365326,0.5144602271121806,0.03400992378992702,0.46099851162178174,0.015354978426718109
13,0.6263621670154175,0.0795271158346355,0.7063656291802012,0.030384778674047937,0.5096899676733175,0.03393051938336188,0.45272931005162753,0.016752449865620814
14,0.623767549178715,0.08773655238536225,0.7088095792032103,0.025592553499907196,0.5050028033236913,0.03639686955834165,0.44610592133486654,0.016043466055820972
15,0.6141885666761289,0.11580902973532484,0.7012216144086727,0.026308990339870022,0.501462897189561,0.03748641335230482,0.4388575759172551,0.01768793983617903
16,0.605078903346316,0.09108924560738402,0.7048649977190837,0.02912883515840938,0.4976929378368789,0.03746653380981837,0.4329779598640835,0.017648422827582704
17,0.6056651300206302,0.10035204079445209,0.7089839546864267,0.028152438471131004,0.4948054215365626,0.04002136531514326,0.42662514879574437,0.018097455161892134
18,0.6007604462344933,0.08294184872782048,0.7142866716531444,0.0296063321878009,0.49280279077642597,0.040257437478882135,0.4203537478846028,0.01719525107589027
19,0.5929770267129582,0.09075698628382999,0.7194384592312424,0.031751902206412774,0.49104386603786354,0.04307763672365953,0.4151211396332649,0.017424605285248158
20,0.5905699360023502,0.08092057749256287,0.724054020692777,0.028454855272941566,0.4884577236062059,0.044045539209169975,0.41036414554650646,0.0176333442432479
21,0.5923906315675393,0.07866945955821844,0.7280768978000662,0.029595618287500094,0.48567226559060617,0.045893697951088164,0.4055697369241826,0.017009786826345075
22,0.6068709500364269,0.0712592776059983,0.7358523812983682,0.034492081645610205,0.483172000127551,0.04668800055853184,0.4006125394010933,0.017278106919397893
23,0.6045812699267834,0.06732112247718229,0.7374741278513842,0.03138895055685425,0.48117746228660296,0.04670959537940521,0.39614479912300754,0.01764528246268261
24,0.6122813134514852,0.06768470713108243,0.7366574754576174,0.03153048949492624,0.47943598722810477,0.04848634687385372,0.39169049228811614,0.017856700477948576
25,0.6179955991657708,0.06125937495526209,0.7388342802572273,0.029236929477925777,0.476522154044521,0.049466195071218404,0.3867138179262489,0.017931084831672883
26,0.6239491285613223,0.05923328844045076,0.744650289121271,0.02989047645236163,0.4748443554860623,0.05109808856971396,0.3831224499900915,0.01796472616962428
27,0.6329087731374052,0.07000431962400631,0.7461867729576015,0.03382286051463718,0.47288059269279314,0.05430119333385878,0.3787849299044763,0.017453015209979265
28,0.6232112676056338,0.07149529248578002,0.7517482848617851,0.03563014417936457,0.47243107662953515,0.054920963325580704,0.37527443656063825,0.017715385278417258
29,0.6211645892467811,0.07178730878754525,0.7580716875176255,0.037175601705637704,0.47069381125354004,0.05489058754656272,0.3718381124461313,0.017465939710320226
30,0.627067752684191,0.07593031288820747,0.7608979472847274,0.03572854608733728,0.4696261342650335,0.056017957554581124,0.3685061032869018,0.01709248787488256
31,0.6304738985560904,0.07075995748923719,0.7633057966553889,0.035550212066558715,0.4674395091310098,0.05702417981151476,0.36513814646752774,0.01714819857716399
32,0.64090990990991,0.0629776158568895,0.7626074672520498,0.038694485285931064,0.4675756985549656,0.057378887340198054,0.36220112804387783,0.01677303494497728
33,0.6372796495125262,0.05485393612646222,0.7728479474274368,0.03649952840440769,0.4663670867469179,0.056530588594540895,0.35873882446369737,0.016355111998884085
34,0.647855277772365,0.06961577625234737,0.772439181180635,0.031740375461538545,0.46651363091023246,0.057599462283520295,0.35543583661077016,0.0167294965072303
35,0.6423758257175705,0.07238228097291033,0.774799305358273,0.026884887255604364,0.4664671426633057,0.05731301613367963,0.3524941545141825,0.01642582523948859
36,0.6436328080163697,0.06019656378619037,0.7850761632864203,0.02089268112976943,0.4659599677105957,0.0568161463034949,0.3496841080760942,0.015957779658508597
37,0.6452411012411012,0.07163831318931493,0.7911129344671354,0.019746183079863616,0.4667498737690585,0.05795727899145764,0.3466540460213687,0.01600163411510912
38,0.6458817921549433,0.07149060134823898,0.7910886032614165,0.02273552148344768,0.46779633400295717,0.05736483589872748,0.34376299261172216,0.01591515800233285
39,0.6508642482952942,0.07501549594526748,0.7932246607545167,0.02084732169443517,0.46637771641422,0.05679618828513884,0.34162467480506103,0.01565335891234659
40,0.6613681756839651,0.07818140810865738,0.7937134264868141,0.022823742161658937,0.46519597934924495,0.057677102065645636,0.33914237309140904,0.015726564020995402
41,0.6583697705802968,0.07666875970063088,0.7942979515778024,0.02238517126751854,0.4647951985795066,0.058983112639739196,0.3370681676871238,0.01604211055564876
42,0.6652907092907092,0.07883735637217,0.7999339151238771,0.02461922505906168,0.46407898542467485,0.05998363218149192,0.33475735038817755,0.01601853007202007
43,0.6600868074552285,0.07107878772588688,0.8049285132813419,0.022864656621004648,0.4631608692205341,0.05988942353161153,0.33242656705443097,0.015675544505202327
44,0.6599751276926493,0.07023105707123577,0.8063624595190513,0.025988093446880526,0.4638110955552577,0.06063985991609888,0.33012645537065427,0.015324716426293534
45,0.6549926715522985,0.06730133148055047,0.8088614370600246,0.022835508657151914,0.4635708598726354,0.06049904841999146,0.32726550111401914,0.015083491272479928
